,Unnamed: 0,cost,address,bedrooms,bathrooms,hydro,heat,water,parking,pet,size,furnished,ac,smoking,has_den,has_unitType_Apartment,has_unitType_Basement,has_unitType_Condo,has_unitType_Duplex/Triplex,has_unitType_House,has_unitType_Townhouse,has_wifiInfo_Internet,has_wifiInfo_Cable,agreement_is_annual,has_appliances_Dishwasher,has_appliances_Fridge / Freezer,has_appliances_Laundry (In Building),has_appliances_Laundry (In Unit),has_amenities_24 Hour Security,has_amenities_Bicycle Parking,has_amenities_Concierge,has_amenities_Elevator in Building,has_amenities_Gym,has_amenities_Pool,has_amenities_Storage Space,has_outdoor_Balcony,has_outdoor_Yard,latitude,longitude
341,341,900,"2140 9th Ave N, Regina, SK S4R 7Z8, Canada",1,1.0,0,1,1,1,0,730,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,50.484362,-104.612213
342,342,800,"240 13 St, Weyburn, SK S4H 1L2, Canada",2,1.0,1,1,1,2,0,780,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,49.662667,-103.839965
343,343,900,"2250 Rose St., Regina, SK, S4P 2A7",2,1.0,0,1,1,0,0,900,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,50.443213,-104.608118
344,344,1750,"S4H 0A3, Canada",3,2.0,1,1,1,3,1,1750,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,49.658893,-103.853192
345,345,1285,"2275 McIntyre St, Regina, SK S4P 2S1, Canada",2,2.0,1,1,1,2,0,1400,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,50.443242,-104.616468
346,346,450,"141 6 St, Weyburn, SK S4H 1B1, Canada",1,1.0,1,1,1,1,1,200,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,49.661508,-103.849828
347,347,700,"1765 Hamilton St, Regina, SK S4P 2B4, Canada",1,1.0,0,1,1,0,0,350,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,50.451348,-104.609393
348,348,1285,"2275 McIntyre St, Regina, SK S4P 2S1, Canada",2,2.0,1,1,1,2,0,1400,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,50.443242,-104.616468
349,349,450,"Harvey St, Regina, SK S4N 2M7, Canada",1,1.0,0,1,1,1,0,90,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.446931,-104.578268
350,350,1950,"5321 Squires Rd, Regina, SK S4W 0L8, Canada",3,2.5,0,0,0,2,1,1475,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,50.409867,-104.657634
351,351,1900,"Green Jade Ln, Regina, SK S4V 3K7加拿大",3,2.0,0,0,0,1,1,1044,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,50.431637,-104.550761
352,352,715,"25 Shaw St, Regina, SK S4R 3M5, Canada",1,1.0,0,1,1,1,0,800,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,50.480423,-104.621977
353,353,1350,"2727 Victoria Ave, Regina, SK S4T 1K4, Canada",1,1.5,0,1,1,1,0,1193,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,50.447111,-104.619771
354,354,750,"2104  14th Ave, Regina, SK, S4P 0X6",1,1.0,0,1,1,0,1,343,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,50.4440233,-104.6158508
355,355,849,"3525 Avonhurst Dr, Regina, SK, S4R 3K2",2,1.0,0,1,1,0,1,763,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,50.474007,-104.632346
356,356,940,"331  Broad Street North, Regina, SK, S4R 2X8",1,1.0,0,1,1,0,1,659,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,50.4809322,-104.6064483
357,357,1319,"75 Cavendish St., Regina, SK, S4N 5B9",3,1.5,0,0,0,1,1,1047,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,50.455052,-104.530198
358,358,1200,"2190 Broder St, Regina, SK S4N 3S4, Canada",2,1.0,0,0,0,2,0,900,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,50.445424,-104.590789
359,359,1600,"3364 Grant Rd, Regina, SK S4S 5H5加拿大",3,2.0,1,1,1,1,1,1200,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,50.408526,-104.596985
360,360,1319,"75 Cavendish St., Regina, SK, S4N 5B9",3,1.5,0,0,0,1,1,1047,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,50.455052,-104.530198
361,361,1200,"31 Rodenbush Dr, Regina, SK S4R 7W7, Canada",1,1.0,1,1,1,1,0,730,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,50.494422,-104.597984
362,362,1900,"Regina Airport, 5201 Regina Ave #1, Regina, SK S4W 1B3, Canada",3,1.5,1,1,1,2,1,900,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,50.466657,-104.655445
363,363,1800,"1901 Victoria Ave, Regina, SK S4P 3R4, Canada",2,2.0,1,1,1,1,1,1350,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0,50.447085,-104.60869
364,364,795,"2167 Angus St, Regina, SK S4T 2A1, Canada",1,1.0,0,0,1,1,0,650,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,50.445149,-104.619638
365,365,995,"2001 Cornwall St, Regina, SK S4P 3X9, Canada",1,1.0,0,1,1,1,0,654,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,50.447003,-104.612242
366,366,1000,"339A Montreal St, Regina, SK S4R 8N4, Canada",2,2.0,0,0,1,1,0,900,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,50.484205,-104.598605
367,367,1000,"339A Montreal St, Regina, SK S4R 8N4, Canada",2,2.0,0,0,1,1,0,900,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,50.484205,-104.598605
368,368,960,"2167 Angus St, Regina, SK S4T 2A1, Canada",2,1.0,0,0,1,1,0,750,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,50.445149,-104.619638
369,369,800,"Cameron St, Regina, SK S4T 2S9, Canada",2,1.0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,50.461029,-104.625419
370,370,1400,"2315 116, Regina S4P 3Y8 SK, Canada",2,1.0,1,1,1,1,0,770,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,50.4424462,-104.6166159
371,371,1450,"S4T2N9, Canada",3,2.0,0,0,0,3,0,2400,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,50.455086,-104.6239242
372,372,1368,"1701 Horizons Way, Regina, SK, S4Y 0G5",3,2.0,0,0,1,1,1,949,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,50.476789,-104.695286
373,373,1400,"2200 Francis St, Regina, SK S4N 2P5, Canada",2,1.0,1,1,1,1,0,900,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,50.443144,-104.579382
374,374,1000,"75 Gladstone Ave. N, Yorkton S3N 2A4 SK",2,1.5,0,0,0,2,0,740,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,51.212277,-102.474528
375,375,1100,"2053 Montague St, Regina, SK S4T 3J8, Canada",2,1.0,0,1,1,1,0,900,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,50.446918,-104.629721
376,376,1100,"235 King St, Regina, SK S4R 4H2, Canada",2,1.0,0,0,0,3,0,950,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,50.47544,-104.638405
377,377,765,"2131 Angus Street, Regina, SK, S4T 2A1",1,1.0,0,1,1,0,1,425,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,50.445149,-104.619638
378,378,1399,"4040 Gordon Rd., Regina, SK, S4S 6W2",2,1.0,1,1,1,1,1,900,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,50.4054515,-104.6404836
379,379,800,"176 2 Ave E, Melville, SK S0A 2P0, Canada",2,1.0,0,0,0,2,0,800,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,51.138243,-102.872075
380,380,950,"2948 Quinn Dr, Regina, SK S4P 2W1, Canada",2,1.0,0,0,1,2,1,950,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,50.436672,-104.595182
381,381,650,"119 Miles St, Kamsack, SK S0A 1S0, Canada",2,1.0,0,0,0,1,0,620,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,51.424929,-102.124354
382,382,1020,"26 Lorne Place, Regina, SK, S4R 8B3",2,1.0,0,1,1,0,1,743,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,50.48448,-104.61372
383,383,825,"355  Northview Rd, Yorkton, SK, S3N 2X6",2,1.0,0,1,1,0,1,694,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,51.202416,-102.485187
384,384,725,"2045 Wallace St, Regina, SK S4N 4A3, Canada",1,1.0,1,1,1,0,0,600,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,50.446327,-104.593635
385,385,900,"2051 Winnipeg St, Regina, SK S4P 1G7, Canada",2,1.0,0,0,0,1,0,800,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,50.447006,-104.595067
386,386,1000,"2135 Halifax St, Regina, SK S4P 1V1, Canada",2,1.0,0,0,1,1,0,700,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,50.445416,-104.603424
387,387,1050,"Edgar St, Regina, SK S4N, Canada",2,2.0,0,0,0,2,0,850,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,50.455928,-104.588009
388,388,1295,"5501 Prefontaine Ave, Regina, SK, S4W 0S3",2,1.0,0,1,1,0,1,840,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,50.439672,-104.648915
389,389,800,"1840 St John St, Regina, SK S4P 1R9, Canada",2,1.0,0,1,1,1,0,700,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,50.4500034,-104.6019867
390,390,900,"2408 Rothwell St, Regina, SK S4N 2C7, Canada",2,1.0,0,1,1,1,0,900,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,50.439768,-104.570701
391,391,850,", Regina s4t3x1 SK, Canada",1,1.0,1,1,1,1,0,700,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,50.44543,-104.634041
392,392,860,"2024  14th Ave, Regina, SK, S4P 0X5",1,1.0,0,1,1,0,1,376,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,50.444,-104.6101225
393,393,955,"2175  Rae Street, Regina, SK, S4T 2E8",1,1.0,0,1,1,0,1,622,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,50.445121,-104.621029
394,394,1450,"2157 Toronto St, Regina, SK S4P 0B8, Canada",3,1.0,0,0,0,1,0,1134,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,50.453474,-104.596384
395,395,1195,"26 Shaw St, Regina, SK S4R 3M4, Canada",2,1.0,0,1,1,1,0,850,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,50.4811905,-104.621971
396,396,1100,"67 Angus Rd, Regina, SK S4R 3L1, Canada",2,1.0,0,1,1,1,0,1140,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,50.479036,-104.620408
397,397,1500,"2315 McIntyre St, Regina, SK S4P 3Y8, Canada",2,1.0,1,1,1,1,0,750,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,50.4424462,-104.6166159
398,398,950,"2220 Robinson Street, Regina, SK, S4T 2P9",1,1.0,0,1,1,0,1,640,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,50.4436708,-104.6239575
399,399,1030,"2240 Robinson Street, Regina, SK, S4T 2P9",2,1.0,0,1,1,0,1,870,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,50.4436708,-104.6239575
400,400,850,"2901  5th Ave, Regina, SK, S4T 0L3",1,1.0,0,1,1,0,1,472,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,50.461418,-104.623503
401,401,600,", Regina S4P0P6 SK, Canada",1,1.0,1,1,1,1,0,300,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,50.447106,-104.602111
402,402,1098,"1701 Horizons Way, Regina, SK, S4Y 0G5",1,1.0,0,0,1,1,1,648,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,50.476789,-104.695286
403,403,1500,"3630 Haughton Rd, Regina, SK S4V 1P1, Canada",2,2.0,0,0,1,1,0,1100,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,50.432902,-104.544364
404,404,1150,"2170 Angus St, Regina, SK S4T 1Z9, Canada",2,1.0,0,0,0,2,0,1000,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,50.445417,-104.619637
405,405,1500,", S4W0H7, Regina, SK, Canada",2,1.5,0,0,0,1,0,960,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,50.436949,-104.649662
406,406,1100,"8702 Herman Cres, Regina, SK S4Y 1A6, Canada",2,1.0,1,1,1,1,0,800,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,50.481142,-104.703721
407,407,1250,"232 Rae st, S4R3L9, Regina, SK",2,1.0,0,0,0,3,0,800,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,50.474593,-104.621078
408,408,1650,", S0Z7G0, Pilot Butte, SK, Canada",5,2.0,0,0,0,3,0,4000,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,50.4792174,-104.4185798
409,409,1075,"1420 North Silverleaf Blvd., Regina, SK, S0G 5K0",2,1.0,0,0,1,0,1,760,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,50.646488,-104.350768
410,410,799,"3525 Avonhurst Dr, Regina, SK, S4R 3K2",1,1.0,0,1,1,0,1,575,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,50.474007,-104.632346
411,411,1450,"247 Froom Cres, Regina S4N1T2 SK",3,2.0,0,0,0,3,0,1600,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,50.441016,-104.56384
412,412,1299,"1060 Dorothy St., Regina, SK, S4X 3C5",2,1.0,0,0,1,0,1,877,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,50.476408,-104.68282
413,413,990,"2115 Angus Street, Regina, SK, S4T 2A1",1,1.0,0,1,1,0,1,950,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,50.445149,-104.619638
414,414,725,"15  Darlington St. E, Yorkton, SK, S3N 0C1",1,1.0,0,1,1,0,1,486,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,51.21642,-102.462835
415,415,1400,"3025 Cameron St, Regina, SK S4S 1W6, Canada",2,2.0,0,0,0,1,0,790,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,50.430891,-104.625269
416,416,925,"34 Nollet Ave, Regina, SK S4T 7J8, Canada",1,1.0,0,1,1,1,0,582,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,50.481491,-104.667625
417,417,900,"2121 Rae St, Regina, SK S4T 2E8, Canada",1,1.0,0,1,1,1,0,600,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,50.445121,-104.621029
418,418,1400,"4147 Green Apple Dr, Regina, SK S4V 2Z6, Canada",2,2.0,0,0,0,2,0,900,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,50.42651,-104.52693
419,419,875,"47 Centennial St, Regina, SK S4S 0A2, Canada",1,1.0,0,1,1,1,0,800,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,50.419717,-104.593533
420,420,1100,"1061 Birchwood Pl, Regina, SK S4S 7L1, Canada",2,1.0,0,0,1,1,0,800,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,50.39981,-104.60367
421,421,1395,"551 Guelph Crescent, Saskatoon, SK S7H 4R3, Canada",3,2.0,0,0,0,2,0,1200,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,52.1163051,-106.5681813
422,422,1100,"4016 Buckingham Dr, Regina, SK S4V 3A9, Canada",2,1.0,0,0,1,1,0,800,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,50.429342,-104.526301
423,423,1295,"Dakota Dr, Regina, SK S4Z, Canada",2,2.0,0,0,1,2,0,1160,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,50.45127,-104.53095
424,424,1285,"3928 Green Falls Drive, Regina, SK, S4V 3M1",2,1.0,0,1,1,0,1,840,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,1,0,50.431637,-104.550761
425,425,750,"2104  14th Ave, Regina, SK, S4P 0X6",1,1.0,0,1,1,0,1,343,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,50.4440233,-104.6158508
426,426,1500,"394 Cedar Meadow Dr, Regina, SK S4X 3E6, Canada",3,2.0,0,0,0,1,0,1150,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,50.495398,-104.672378
427,427,1195,"2428 Edgar St, Regina, SK S4N 3L3, Canada",2,2.0,0,0,0,2,0,750,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,50.440026,-104.588063
428,428,1348,"502 University Park Drive, Regina, SK, S4V 3L8",2,1.0,0,1,1,1,1,860,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,50.431637,-104.550761
429,429,1000,"S4T3M6, Canada",3,2.0,0,0,0,1,0,1000,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,50.456622,-104.631156
430,430,1350,"Dakota Dr, Regina, SK S4Z, Canada",2,2.0,0,0,0,1,0,1100,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,50.45127,-104.53095
431,431,1800,"S0G 4K0, Canada",5,3.0,0,0,0,3,0,1372,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,50.181082,-104.110636
432,432,1590,"5290 Aerodrome Rd, Regina, SK S4W 0P4, Canada",3,1.5,0,0,0,1,0,1100,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,50.436949,-104.649662
433,433,1059,"193 Lockwood Rd., Regina, SK, S4S 6G9",1,1.0,1,1,1,0,1,658,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,50.4016987,-104.6255671
434,434,821,"22-41 Munroe Pl., Regina, SK, S4S 6A7",1,1.0,0,1,1,0,1,670,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,50.414254,-104.599335
435,435,1250,"SE , SE 3418 16 west of 2nd S0G0E0  SK, Canada",3,3.0,0,0,1,3,0,980,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,50.617566,-104.166021
436,436,882,"877 Scotia St, Melville, SK S0A 2P0, Canada",2,1.0,0,1,1,1,0,850,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,51.138243,-102.872075
437,437,950,"245 3 St NE, Wadena, SK S0A 4J0, Canada",2,1.0,1,1,1,1,1,800,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,52.160813,-104.065778
438,438,1509,"Murphy Cres.& Lothian Mews, Regina, SK, S4X 1F5",3,1.0,0,0,1,0,1,1105,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,50.47844,-104.679972
439,439,750,"S4P1E9, Canada",1,1.0,0,0,0,0,1,900,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,50.451823,-104.595174
440,440,850,"S4P1W5, Canada",2,1.0,0,0,0,1,1,1000,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,50.446989,-104.604891
441,441,1650,"617 Smith Dorrien Ave, Esterhazy, SK S0A 0X0, Canada",3,2.0,1,1,1,3,0,1773,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,50.687428,-102.017606
442,442,1700,"MacKenzie Way, Regina S4N5M9 SK",3,1.5,0,0,0,1,0,1130,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,50.457223,-104.541576
443,443,750,"1440 Angus St, Regina, SK S4T 1Y9, Canada",1,1.0,0,1,1,1,0,800,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,50.456636,-104.619659
444,444,700,"233  Bradbrooke Drive, Yorkton, SK, S3N 2K6",1,1.0,0,1,1,0,1,502,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,51.202576,-102.479544
445,445,1600,"204 Tyvan St, Francis, SK S0G 1V0, Canada",2,1.0,1,1,1,2,0,1260,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,50.10195,-103.870055
446,446,1100,"2604 Lindsay Street, S4N 3E1, Regina, SK",1,1.0,1,1,1,2,0,700,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,50.437464,-104.585011
447,447,550,"1240 Angus St, Regina, SK S4T 1Y7, Canada",1,1.0,1,1,1,1,0,600,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,50.458947,-104.6196558
448,448,1450,"S4W0E3, Canada",2,1.0,0,0,0,1,0,770,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,50.430928,-104.6643399
449,449,1198,"1701 Horizons Way, Regina, SK, S4Y 0G5",2,1.0,0,0,1,1,1,892,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,50.476789,-104.695286
450,450,1600,"5125 Beacon Way, Regina, SK S4W 0H8, Canada",2,2.5,0,0,0,1,0,1000,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,50.436949,-104.649662
451,451,1000,"Garnet St, Regina, SK, Canada, S4T 2Y2",2,1.0,0,0,0,2,0,850,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,50.4598637,-104.6268441
452,452,800,"S4T1Y9, Canada",1,1.0,0,1,1,1,0,800,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,50.456636,-104.619659
453,453,1050,"445 Government Rd, Weyburn, SK S4H 0P5, Canada",2,1.0,0,1,1,1,0,750,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,49.66566,-103.85821
454,454,1136,"41 Munroe Place, Regina, SK, S4S 6A7",2,1.0,0,1,1,0,1,850,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1,50.414254,-104.599335
455,455,1129,"4040 Gordon Rd., Regina, SK, S4S 6W2",1,1.0,1,1,1,1,1,675,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,50.4054515,-104.6404836
456,456,1300,"331  Broad Street North, Regina, SK, S4R 2X8",2,2.0,0,1,1,0,1,832,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,50.4809322,-104.6064483
457,457,795,"2127 Lindsay St, Regina, SK S4N 3C1, Canada",1,1.0,1,1,1,0,0,500,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,50.444063,-104.585029
458,458,825,"6  Allanbrooke Dr, Yorkton, SK, S3N 2J7",1,1.0,0,1,1,0,1,565,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,51.203522,-102.484233
459,459,820,"2024  14th Ave, Regina, SK, S4P 0X5",1,1.0,0,1,1,0,1,473,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,50.444,-104.6101225
