,Unnamed: 0.1,cost,address,bedrooms,bathrooms,hydro,heat,water,parking,pet,size,furnished,ac,smoking,has_den,has_unitType_Apartment,has_unitType_Basement,has_unitType_Condo,has_unitType_Duplex/Triplex,has_unitType_House,has_unitType_Townhouse,has_wifiInfo_Internet,has_wifiInfo_Cable,agreement_is_annual,has_appliances_Dishwasher,has_appliances_Fridge / Freezer,has_appliances_Laundry (In Building),has_appliances_Laundry (In Unit),has_amenities_24 Hour Security,has_amenities_Bicycle Parking,has_amenities_Concierge,has_amenities_Elevator in Building,has_amenities_Gym,has_amenities_Pool,has_amenities_Storage Space,has_outdoor_Balcony,has_outdoor_Yard,latitude,longitude
268,269,854,"3954 Rae Street, Regina, SK, S4S 3A2",1,1.0,0,1,1,0,1,480,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.417045,-104.621031
269,270,974,"1544 Alexandra Street, Regina, SK, S4T 4N9",1,1.0,0,1,1,0,1,650,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.455447,-104.643791
270,271,1134,"2155 Rose Street, Regina, SK, S4P 2A5",2,1.0,0,1,1,0,1,910,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.444226,-104.6079823
271,272,849,"4039 Retallack Street, Regina, SK, S4S 3C2",1,1.0,0,1,1,0,1,675,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.415345,-104.622466
272,273,949,"4114 Rae Street, Regina, SK, S4S 3A4",2,1.0,0,1,1,0,1,910,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.413591,-104.621144
273,274,814,"3864 Rae Street, Regina, SK, S4S 3A1",1,1.0,0,1,1,0,1,675,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.41858,-104.621018
274,275,935,"505 Rose St, Regina, SK S4R 1Z4, Canada",2,1.0,0,1,1,1,0,800,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,50.470701,-104.607933
275,276,1300,"331  Broad Street North, Regina, SK, S4R 2X8",2,2.0,0,1,1,0,1,832,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,50.4809322,-104.6064483
276,277,938,"22-41 Munroe Pl., Regina, SK, S4S 6A7",2,1.0,0,1,1,0,1,860,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,50.414254,-104.599335
277,278,949,"4114 Rae Street, Regina, SK, S4S 3A4",2,1.0,0,1,1,0,1,910,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.413591,-104.621144
278,279,854,"4029 Retallack Street, Regina, SK, S4S 3C2",1,1.0,0,1,1,0,1,480,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.415345,-104.622466
279,280,999,"4122 Rae Street, Regina, SK, S4S 3A4",2,1.0,0,1,1,0,1,910,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.413591,-104.621144
280,281,699,"2835 Parliament Ave, Regina, SK, S4S 2L1",1,1.0,0,1,1,0,1,320,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.415392,-104.621739
281,282,999,"2915 Parliament Ave, Regina, SK, S4S 2L3",2,1.0,0,1,1,0,1,720,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.415392,-104.623167
282,283,994,"4114 Rae Street, Regina, SK, S4S 3A4",1,1.0,0,1,1,0,1,675,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.413591,-104.621144
283,284,1154,"3026 Parliament Avenue, Regina, SK, S4S 2L5",2,1.0,0,1,1,0,1,910,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.415477,-104.624051
284,285,854,"3940 Retallack Street, Regina, SK, S4S 3B9",1,1.0,0,1,1,0,1,480,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.417045,-104.622474
285,286,799,"2935 Parliament Avenue, Regina, SK, S4S 2L3",1,1.0,0,1,1,0,1,675,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.415392,-104.623167
286,287,754,"3918 Rae Street, Regina, SK, S4S 3A2",1,1.0,0,1,1,0,1,480,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.417045,-104.621031
287,288,754,"3929 Retallack Street, Regina, SK, S4S 3C1",1,1.0,0,1,1,0,1,480,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.416322,-104.62233
288,289,814,"2915 Parliament Ave, Regina, SK, S4S 2L3",1,1.0,0,1,1,0,1,675,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.415392,-104.623167
289,290,994,"4122 Rae Street, Regina, SK, S4S 3A4",1,1.0,0,1,1,0,1,675,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.413591,-104.621144
290,291,799,"3025 Parliament Avenue, Regina, SK, S4S 2L6",1,1.0,0,1,1,0,1,675,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.415394,-104.62461
291,292,799,"3918 Rae Street, Regina, SK, S4S 3A2",1,1.0,0,1,1,0,1,675,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.417045,-104.621031
292,293,799,"3026 Parliament Avenue, Regina, SK, S4S 2L5",1,1.0,0,1,1,0,1,675,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.415477,-104.624051
293,294,794,"3941 Retallack Street, Regina, SK, S4S 3C1",1,1.0,0,1,1,0,1,675,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.416322,-104.62233
294,295,854,"4030 Rae Street, Regina, SK, S4S 3A3",1,1.0,0,1,1,0,1,480,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.4152497,-104.6210282
295,296,814,"4030 Rae Street, Regina, SK, S4S 3A3",1,1.0,0,1,1,0,1,675,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.4152497,-104.6210282
296,297,994,"4029 Retallack Street, Regina, SK, S4S 3C2",1,1.0,0,1,1,0,1,675,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.415345,-104.622466
297,298,849,"2835 Parliament Ave, Regina, SK, S4S 2L1",1,1.0,0,1,1,0,1,675,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.415392,-104.621739
298,299,699,"2155 Rose Street, Regina, SK, S4P 2A5",1,1.0,0,1,1,0,1,320,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.444226,-104.6079823
299,300,799,"3954 Rae Street, Regina, SK, S4S 3A2",1,1.0,0,1,1,0,1,675,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.417045,-104.621031
300,301,849,"4110 Rae Street, Regina, SK, S4S 3A4",1,1.0,0,1,1,0,1,675,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.413591,-104.621144
301,302,854,"4110 Rae Street, Regina, SK, S4S 3A4",1,1.0,0,1,1,0,1,480,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.413591,-104.621144
302,303,854,"3900 Rae Street, Regina, SK, S4S 3A2",1,1.0,0,1,1,0,1,480,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.417045,-104.621031
303,304,854,"4076 Rae Street, Regina, SK, S4S 3A3",1,1.0,0,1,1,0,1,480,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.4152497,-104.6210282
304,305,974,"1520 Alexandra Street, Regina, SK, S4T 4N9",1,1.0,0,1,1,0,1,650,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.455447,-104.643791
305,306,889,"3900 Rae Street, Regina, SK, S4S 3A2",1,1.0,0,1,1,0,1,675,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.417045,-104.621031
306,307,814,"2924 Parliament Ave, Regina, SK, S4S 2L4",1,1.0,0,1,1,0,1,675,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.415614,-104.622717
307,308,799,"3929 Retallack Street, Regina, SK, S4S 3C1",1,1.0,0,1,1,0,1,675,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.416322,-104.62233
308,309,814,"4076 Rae Street, Regina, SK, S4S 3A3",1,1.0,0,1,1,0,1,675,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.4152497,-104.6210282
309,310,849,"4019 Retallack Street, Regina, SK, S4S 3C2",1,1.0,0,1,1,0,1,675,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.415345,-104.622466
310,311,854,"3941 Retallack Street, Regina, SK, S4S 3C1",1,1.0,0,1,1,0,1,480,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.416322,-104.62233
311,312,725,"2121 Smith Street, Regina, SK, S4P 2P3",1,1.0,0,1,1,0,1,320,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,50.444657,-104.615192
312,313,699,"1520 Alexandra Street, Regina, SK, S4T 4N9",1,1.0,0,1,1,0,1,320,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.455447,-104.643791
313,314,799,"3854 Rae Street, Regina, SK, S4S 3A1",1,1.0,0,1,1,0,1,675,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.41858,-104.621018
314,315,849,"3525 Avonhurst Dr, Regina, SK, S4R 3K2",2,1.0,0,1,1,0,1,763,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,50.474007,-104.632346
315,316,1319,"75 Cavendish St., Regina, SK, S4N 5B9",3,1.5,0,0,0,1,1,1047,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,50.455052,-104.530198
316,317,799,"1424 Victoria Ave, Regina, SK, S4P 0P3",1,1.0,0,1,1,0,1,520,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.447245,-104.600769
317,318,935,"505 Rose St, Regina, SK S4R 1Z4, Canada",2,1.0,0,1,1,1,0,800,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,50.470701,-104.607933
318,319,814,"3864 Rae Street, Regina, SK, S4S 3A1",1,1.0,0,1,1,0,1,675,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.41858,-104.621018
319,320,854,"801 Grey Street, Regina, SK, S4T 5G8",1,1.0,0,1,1,0,1,480,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.464843,-104.655319
320,321,814,"3864 Rae Street, Regina, SK, S4S 3A1",1,1.0,0,1,1,0,1,675,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.41858,-104.621018
321,322,675,"2821 Parliament Ave, Regina, SK, S4S 2L1",1,1.0,0,1,1,0,1,320,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.415392,-104.621739
322,323,994,"2821 Parliament Ave, Regina, SK, S4S 2L1",1,1.0,0,1,1,0,1,675,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.415392,-104.621739
323,324,879,"2121 Smith Street, Regina, SK, S4P 2P3",1,1.0,0,1,1,0,1,675,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,50.444657,-104.615192
324,325,854,"3864 Rae Street, Regina, SK, S4S 3A1",1,1.0,0,1,1,0,1,480,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.41858,-104.621018
325,326,1189,"22-41 Munroe Pl., Regina, SK, S4S 6A7",2,1.0,0,1,1,1,1,860,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,50.414254,-104.599335
326,327,1300,"S4P3y8, Canada",1,1.0,0,1,1,1,0,632,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,50.4424462,-104.6166159
327,328,1100,"Blake Cres, Regina, SK S4X, Canada",2,1.0,0,0,0,1,0,875,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,50.508181,-104.660468
329,330,940,"331  Broad Street North, Regina, SK, S4R 2X8",1,1.0,0,1,1,0,1,659,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,50.4809322,-104.6064483
330,331,1250,"Froom Crescent, Regina, SK S4N 1B7, Canada",2,1.0,0,1,1,2,0,1050,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,50.441957,-104.564223
331,332,915,"2178 Osler St, Regina, SK S4P 1W6, Canada",2,1.0,0,1,1,1,0,900,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,50.445445,-104.60491
332,333,1085,"2131 Angus Street, Regina, SK, S4T 2A1",2,1.0,0,1,1,0,1,875,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,50.445149,-104.619638
333,334,1690,", S4N 1L6, Regina, SK",3,1.5,0,0,0,3,0,1100,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,50.451886,-104.551279
334,335,800,"S4S4G2, Canada",1,1.0,0,1,1,1,0,700,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,50.4179646,-104.6148542
335,336,850,"S4T 2G 3, Canada",1,1.0,0,1,1,1,0,700,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,50.4416,-104.6208
336,337,600,"S4X0C2, Canada",1,1.0,1,1,0,1,0,700,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,50.4980928,-104.6442253
337,338,1445,"5200 Parliament Ave, Regina, SK S4W 0R5, Canada",2,2.0,0,1,1,2,1,857,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,50.44065,-104.649629
338,339,1750,"14 Milford Crescent, Regina, SK S4N 1K7, Canada",3,2.0,0,0,0,3,1,1300,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,50.452663,-104.5512115
339,340,1000,"2140 9th Ave N, Regina, SK S4R 7Z8, Canada",2,1.0,0,1,1,1,0,840,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,50.484362,-104.612213
340,341,900,"2140 9th Ave N, Regina, SK S4R 7Z8, Canada",1,1.0,0,1,1,1,0,730,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,50.484362,-104.612213
342,343,900,"2250 Rose St., Regina, SK, S4P 2A7",2,1.0,0,1,1,0,0,900,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,50.443213,-104.608118
344,345,1285,"2275 McIntyre St, Regina, SK S4P 2S1, Canada",2,2.0,1,1,1,2,0,1400,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,50.443242,-104.616468
346,347,700,"1765 Hamilton St, Regina, SK S4P 2B4, Canada",1,1.0,0,1,1,0,0,350,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,50.451348,-104.609393
347,348,1285,"2275 McIntyre St, Regina, SK S4P 2S1, Canada",2,2.0,1,1,1,2,0,1400,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,50.443242,-104.616468
348,349,450,"Harvey St, Regina, SK S4N 2M7, Canada",1,1.0,0,1,1,1,0,90,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.446931,-104.578268
349,350,1950,"5321 Squires Rd, Regina, SK S4W 0L8, Canada",3,2.5,0,0,0,2,1,1475,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,50.409867,-104.657634
350,351,1900,"Green Jade Ln, Regina, SK S4V 3K7加拿大",3,2.0,0,0,0,1,1,1044,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,50.431637,-104.550761
351,352,715,"25 Shaw St, Regina, SK S4R 3M5, Canada",1,1.0,0,1,1,1,0,800,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,50.480423,-104.621977
352,353,1350,"2727 Victoria Ave, Regina, SK S4T 1K4, Canada",1,1.5,0,1,1,1,0,1193,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,50.447111,-104.619771
353,354,750,"2104  14th Ave, Regina, SK, S4P 0X6",1,1.0,0,1,1,0,1,343,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,50.4440233,-104.6158508
354,355,849,"3525 Avonhurst Dr, Regina, SK, S4R 3K2",2,1.0,0,1,1,0,1,763,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,50.474007,-104.632346
355,356,940,"331  Broad Street North, Regina, SK, S4R 2X8",1,1.0,0,1,1,0,1,659,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,50.4809322,-104.6064483
356,357,1319,"75 Cavendish St., Regina, SK, S4N 5B9",3,1.5,0,0,0,1,1,1047,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,50.455052,-104.530198
357,358,1200,"2190 Broder St, Regina, SK S4N 3S4, Canada",2,1.0,0,0,0,2,0,900,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,50.445424,-104.590789
358,359,1600,"3364 Grant Rd, Regina, SK S4S 5H5加拿大",3,2.0,1,1,1,1,1,1200,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,50.408526,-104.596985
359,360,1319,"75 Cavendish St., Regina, SK, S4N 5B9",3,1.5,0,0,0,1,1,1047,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,50.455052,-104.530198
360,361,1200,"31 Rodenbush Dr, Regina, SK S4R 7W7, Canada",1,1.0,1,1,1,1,0,730,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,50.494422,-104.597984
361,362,1900,"Regina Airport, 5201 Regina Ave #1, Regina, SK S4W 1B3, Canada",3,1.5,1,1,1,2,1,900,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,50.466657,-104.655445
362,363,1800,"1901 Victoria Ave, Regina, SK S4P 3R4, Canada",2,2.0,1,1,1,1,1,1350,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0,50.447085,-104.60869
363,364,795,"2167 Angus St, Regina, SK S4T 2A1, Canada",1,1.0,0,0,1,1,0,650,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,50.445149,-104.619638
364,365,995,"2001 Cornwall St, Regina, SK S4P 3X9, Canada",1,1.0,0,1,1,1,0,654,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,50.447003,-104.612242
365,366,1000,"339A Montreal St, Regina, SK S4R 8N4, Canada",2,2.0,0,0,1,1,0,900,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,50.484205,-104.598605
366,367,1000,"339A Montreal St, Regina, SK S4R 8N4, Canada",2,2.0,0,0,1,1,0,900,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,50.484205,-104.598605
367,368,960,"2167 Angus St, Regina, SK S4T 2A1, Canada",2,1.0,0,0,1,1,0,750,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,50.445149,-104.619638
368,369,800,"Cameron St, Regina, SK S4T 2S9, Canada",2,1.0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,50.461029,-104.625419
369,370,1400,"2315 116, Regina S4P 3Y8 SK, Canada",2,1.0,1,1,1,1,0,770,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,50.4424462,-104.6166159
370,371,1450,"S4T2N9, Canada",3,2.0,0,0,0,3,0,2400,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,50.455086,-104.6239242
371,372,1368,"1701 Horizons Way, Regina, SK, S4Y 0G5",3,2.0,0,0,1,1,1,949,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,50.476789,-104.695286
372,373,1400,"2200 Francis St, Regina, SK S4N 2P5, Canada",2,1.0,1,1,1,1,0,900,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,50.443144,-104.579382
374,375,1100,"2053 Montague St, Regina, SK S4T 3J8, Canada",2,1.0,0,1,1,1,0,900,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,50.446918,-104.629721
375,376,1100,"235 King St, Regina, SK S4R 4H2, Canada",2,1.0,0,0,0,3,0,950,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,50.47544,-104.638405
376,377,765,"2131 Angus Street, Regina, SK, S4T 2A1",1,1.0,0,1,1,0,1,425,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,50.445149,-104.619638
377,378,1399,"4040 Gordon Rd., Regina, SK, S4S 6W2",2,1.0,1,1,1,1,1,900,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,50.4054515,-104.6404836
379,380,950,"2948 Quinn Dr, Regina, SK S4P 2W1, Canada",2,1.0,0,0,1,2,1,950,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,50.436672,-104.595182
381,382,1020,"26 Lorne Place, Regina, SK, S4R 8B3",2,1.0,0,1,1,0,1,743,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,50.48448,-104.61372
383,384,725,"2045 Wallace St, Regina, SK S4N 4A3, Canada",1,1.0,1,1,1,0,0,600,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,50.446327,-104.593635
384,385,900,"2051 Winnipeg St, Regina, SK S4P 1G7, Canada",2,1.0,0,0,0,1,0,800,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,50.447006,-104.595067
385,386,1000,"2135 Halifax St, Regina, SK S4P 1V1, Canada",2,1.0,0,0,1,1,0,700,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,50.445416,-104.603424
386,387,1050,"Edgar St, Regina, SK S4N, Canada",2,2.0,0,0,0,2,0,850,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,50.455928,-104.588009
387,388,1295,"5501 Prefontaine Ave, Regina, SK, S4W 0S3",2,1.0,0,1,1,0,1,840,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,50.439672,-104.648915
388,389,800,"1840 St John St, Regina, SK S4P 1R9, Canada",2,1.0,0,1,1,1,0,700,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,50.4500034,-104.6019867
389,390,900,"2408 Rothwell St, Regina, SK S4N 2C7, Canada",2,1.0,0,1,1,1,0,900,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,50.439768,-104.570701
390,391,850,", Regina s4t3x1 SK, Canada",1,1.0,1,1,1,1,0,700,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,50.44543,-104.634041
391,392,860,"2024  14th Ave, Regina, SK, S4P 0X5",1,1.0,0,1,1,0,1,376,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,50.444,-104.6101225
392,393,955,"2175  Rae Street, Regina, SK, S4T 2E8",1,1.0,0,1,1,0,1,622,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,50.445121,-104.621029
393,394,1450,"2157 Toronto St, Regina, SK S4P 0B8, Canada",3,1.0,0,0,0,1,0,1134,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,50.453474,-104.596384
394,395,1195,"26 Shaw St, Regina, SK S4R 3M4, Canada",2,1.0,0,1,1,1,0,850,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,50.4811905,-104.621971
395,396,1100,"67 Angus Rd, Regina, SK S4R 3L1, Canada",2,1.0,0,1,1,1,0,1140,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,50.479036,-104.620408
